,ID,Call Number,GLOTREC|Cat Link,Catalogue,Library Catalogue,Year,Publisher,Place,Title,Authors,Pages,Format,School Subject,Level of Education,Document Type,Country of Use
218,65517995X,"RA H-1(13,85)4",gei65517995X,GEI,PPN=65517995X,1985,Stella,Viamonte,Historia institucional argentina y americana [primera parte:] (hasta 1810) ; cuarto año del bachillerato S. Fernández Arlaud,"['Fernandez Arlaud, Santos']","279 S. Ill., Kt.",Book,History,ISCED 3 - Upper secondary level,Textbook,Argentina
219,655187499,"RA H-20(7,89)2",gei655187499,GEI,PPN=655187499,1989,Cesarini,Buenos Aires,Tiempos modernos y Argentina hasta 1832 Martha B. Etchart ; Martha C. Douzon ; María E. Rabini,"['Etchart, Martha', 'Douzon, Martha', 'Rabini, Maria']","446 S. Ill., Kt.",Book,History,ISCED 3 - Upper secondary level,Textbook,Argentina
220,655187723,"RA H-21(2,87)1",gei655187723,GEI,PPN=655187723,1987,Kapelusz,Buenos Aires,"Historia 1, [Schülerbd.] Desde el principio de la historia hasta la formación de los estados / Amadeo G. Sisco ; Nora W. P. de Eguilior Amadeo G.@Sisco ...","['Sisco, Amadeo', 'Eguilior, Nora']","[VIII], 451 S. Ill., Kt. 1 Kt.",Book,History,ISCED 2 - Lower secondary level,Textbook,Argentina
221,65520167X,"RA H-22(1,61)",gei65520167X,GEI,PPN=65520167X,1961,Crespillo,Buenos Aires,Curso de historia nacional Alfredo B. Grosso,"['Grosso, Alfredo']","624 S. Ill., Kt.",Book,History,ISCED 3 - Upper secondary level,Textbook,Argentina
222,655206981,"RA H-1(6,89)1",gei655206981,GEI,PPN=655206981,1989,Stella,Viamonte,"Historia ciclo básico y comercial, bachillerato 1, [Schülerbd.] / Alfredo L. Drago","['Drago, Alfredo']","332 S., [2] Bl. Ill., Kt.",Book,History,ISCED 2 - Lower secondary level,Textbook,Argentina
223,655207392,"RA H-1(5,90)2",gei655207392,GEI,PPN=655207392,1990,Stella,Viamonte,"Historia ciclo basico y comercial, bachillerato 2, [Schülerbd.] / Alfredo L. Drago","['Drago, Alfredo']","494 S. Ill., Kt.",Book,History,ISCED 2 - Lower secondary level,Textbook,Argentina
224,655207538,"RA H-1(4,88)3,1",gei655207538,GEI,PPN=655207538,1988,Stella,Viamonte,"Historia ciclo básico y comercial, bachillerato 3,[1], [Schülerbd.] / Alfredo L. Drago","['Drago, Alfredo']","430 S. Ill., Kt.",Book,History,Vocational training - all levels | ISCED 2 - Lower secondary level,Textbook,Argentina
225,655208135,"RA H-24(12,69)",gei655208135,GEI,PPN=655208135,1969,Kapelusz,Buenos Aires,Historia antigua y medieval José C. Astolfi,"['Astolfi, Jose']","[VI], 289 S. Ill., Kt.",Book,History,ISCED 2 - Lower secondary level,Textbook,Argentina
226,655217770,"RA H-25(6,88)1",gei655217770,GEI,PPN=655217770,1988,A-Z Editora,Buenos Aires,"Historia texto, fuentes, cartografía 1, [Schülerbd.] [Primer curso] director: Alfredo C. Rampa","['Rampa, Alfredo']","XI, 275 S. Ill., Kt.",Book,History,ISCED 2 - Lower secondary level,Textbook,Argentina
227,65521819X,"RA H-25(6,90)2",gei65521819X,GEI,PPN=65521819X,1990,A-Z Editora,Buenos Aires,"Historia texto, fuentes, cartografía 2, [Schülerbd.] La edad moderna, el surgimiento de la edad contemporánea, la Argentina hasta 1831 : [segundo curso] / Juan B. Lladó ... director: Alfredo C. Rampa","['Llado, Juan', 'Rampa, Alfredo']","XXX, 540 S. Ill., graph. Darst., Kt.",Book,History,ISCED 2 - Lower secondary level,Textbook,Argentina
228,655218335,"RA H-25(6,88)3",gei655218335,GEI,PPN=655218335,1988,A-Z Editora,Buenos Aires,"Historia texto, fuentes, cartografía 3, [Schülerbd.] La edad contemporánea, la Argentina de 1831 a 1982 : [tercer curso] / Juan B. Lladó ... director: Alfredo C. Rampa","['Llado, Juan', 'Rampa, Alfredo']","XII, 324 S. Ill., graph. Darst., Kt.",Book,History,ISCED 2 - Lower secondary level,Textbook,Argentina
229,655489894,"RA H-25(8,89)4",gei655489894,GEI,PPN=655489894,1989,A-Z Editora,Buenos Aires,Instituciones políticas y sociales de la Argentina y de América hasta 1810 [cuarto curso],"['Rampa, Alfredo']","XII, 229 S. Ill., graph. Darst., Kt.",Book,History,ISCED 3 - Upper secondary level,Textbook,Argentina
230,655490175,"RA H-25(7,90)5",gei655490175,GEI,PPN=655490175,1990,A-Z Editora,Buenos Aires,Instituciones políticas y sociales de la Argentina y de América a partir de 1810 [quinto curso],"['Rampa, Alfredo']","XX, 370 S. Ill., graph. Darst.",Book,History,ISCED 3 - Upper secondary level,Textbook,Argentina
231,655490396,"RA H-25(7,90)3",gei655490396,GEI,PPN=655490396,1990,A-Z Editora,Buenos Aires,"Historia texto, fuentes, cartografía 3, [Schülerbd.] La edad contemporánea, la Argentina de 1831 a 1982 : [tercer curso] / Juan B. Lladó ... director: Alfredo C. Rampa","['Llado, Juan', 'Rampa, Alfredo']","XII, 324 S. Ill., graph. Darst., Kt.",Book,History,ISCED 2 - Lower secondary level,Textbook,Argentina
232,655490531,"RA H-25(6,89)5",gei655490531,GEI,PPN=655490531,1989,A-Z Editora,Buenos Aires,Instituciones políticas y sociales de la Argentina y de América a partir de 1810 [quinto curso],"['Rampa, Alfredo']","XX, 370 S. Ill., graph. Darst.",Book,History,ISCED 3 - Upper secondary level,Textbook,Argentina
233,655513396,"RA H-26(1,05)E",gei655513396,GEI,PPN=655513396,1905,Estrada,Buenos Aires,Lecciones de historia argentina Suplemento Vicente Gambón,"['Gambon, Vicente']",94 Seiten,Book,History,Not elsewhere classified,Textbook,Argentina
234,655554416,"RA H-31(12,68)",gei655554416,GEI,PPN=655554416,1968,Estrada,Buenos Aires,"Historia argentina (artes, letras, ciencias, economía) ; 5o. año del ciclo del magisterio Leoncio Gianello","['Gianello, Leoncio']","[IV], 235 S. Ill.",Book,History,ISCED 3 - Upper secondary level,Textbook,Argentina
235,655555277,"RA H-32(3,72)",gei655555277,GEI,PPN=655555277,1972,Losada,Buenos Aires,Historia antigua y medieval primer año Jorge Raúl Delfino ; Nélida Trincavelli,"['Delfino, Jorge', 'Trincavelli, Nelida']","285 S. Ill., Kt.",Book,History,ISCED 2 - Lower secondary level,Textbook,Argentina
236,655555889,"RA H-33(1,73)",gei655555889,GEI,PPN=655555889,1973,Kapelusz,Buenos Aires,Las edades moderna y contemporánea texto y actividades Juán A. Bustinza ; Gabriel A. Ribas,"['Bustinza, Juan', 'Ribas, Gabriel']","[XVI], 365 S. Ill., graph. Darst., Kt.",Book,History,ISCED 3 - Upper secondary level,Textbook,Argentina
237,655565523,"RA H-35(5,65)",gei655565523,GEI,PPN=655565523,1965,Estrada,Buenos Aires,Historia moderna y contemporánea José Luis Romero,"['Romero, Jose']","[XII], 336 S. Ill., Kt.",Book,History,ISCED 2 - Lower secondary level,Textbook,Argentina
238,655567143,"RA H-36(1,69)",gei655567143,GEI,PPN=655567143,1969,Kapelusz,Buenos Aires,Compendio de historia universal José R. Millán,"['Millan, Jose']","X, 258 S. Ill., Kt.",Book,History,ISCED 2 - Lower secondary level,Textbook,Argentina
239,655595759,"RA H-37(8,89)3",gei655595759,GEI,PPN=655595759,1989,Troquel,Buenos Aires,La Argentina en la evolución del mundo contemporáneo,"['Cosmelli Ibanez, Jose']","334 S. Ill., Kt.",Book,History,ISCED 2 - Lower secondary level,Textbook,Argentina
240,65560040X,"RA H-37(2,87)4",gei65560040X,GEI,PPN=65560040X,1987,Troquel,Buenos Aires,Instituciones políticas y sociales hasta 1810,"['Cosmelli Ibanez, Jose']","279 S. Ill., Kt.",Book,History,ISCED 3 - Upper secondary level,Textbook,Argentina
241,655601058,"RA H-37(2,87)5",gei655601058,GEI,PPN=655601058,1987,Troquel,Buenos Aires,Instituciones políticas y sociales desde 1810,"['Cosmelli Ibanez, Jose']",3189 S. Ill.,Book,History,ISCED 3 - Upper secondary level,Textbook,Argentina
242,655703055,"RA H-38(1,1898)",gei655703055,GEI,PPN=655703055,1898,Lajouane,Buenos Aires,Historia argentina al alcanze de los niños por Mariano A. Pelliza,"['Pelliza, Mariano']",142 Seiten Illustrationen,Book,History,ISCED 1 - Primary level,Textbook,Argentina
243,655704388,"RA H-40(1,72)",gei655704388,GEI,PPN=655704388,1972,Kapelusz,Buenos Aires,La antigüedad y el medievo texto y actividades Juán A. Bustinza ; Gabriel A. Ribas,"['Bustinza, Juan', 'Ribas, Gabriel']","[XII], 300 S. Ill., graph. Darst., Kt.",Book,History,ISCED 3 - Upper secondary level,Textbook,Argentina
244,655704892,"RA H-36(2,86)",gei655704892,GEI,PPN=655704892,1986,Kapelusz,Buenos Aires,Compendio de historia universal José R. Millán,"['Millan, Jose']","X, 263 S. Ill., Kt.",Book,History,ISCED 2 - Lower secondary level,Textbook,Argentina
245,655705252,"RA H-9(1,89)1",gei655705252,GEI,PPN=655705252,1989,A-Z Editora,Buenos Aires,La antigüedad y la edad media Juan Antonio Bustinza ; Gabriel Antonio Ribas,"['Bustinza, Juan', 'Ribas, Gabriel']","[VI], 318 S. Ill., graph. Darst., Kt.",Book,History,ISCED 2 - Lower secondary level,Textbook,Argentina
246,655710310,"RA S-1(5,69)1",gei655710310,GEI,PPN=655710310,1969,Kapelusz,Buenos Aires,"Educación democrática 1er. curso, [Schülerbd.]","['Romero Vera, Angela', 'Buonocore, Domingo']","XIV, 157 S.",Book,Social studies/politics,ISCED 2 - Lower secondary level,Textbook,Argentina
247,655712127,"RA S-1(6,68)2",gei655712127,GEI,PPN=655712127,1968,Kapelusz,Buenos Aires,"Educación democrática 2o.. curso, [Schülerbd.]","['Calcagno, Alfredo', 'Calcagno, Alfredo']","XVI, 254 S.",Book,Social studies/politics,ISCED 2 - Lower secondary level,Textbook,Argentina
248,655712429,"RA S-1(6,69)3",gei655712429,GEI,PPN=655712429,1969,Kapelusz,Buenos Aires,"Educación democrática 3er. curso, [Schülerbd.]","['Sanchez Viamonte, Carlos', 'Abeledo, Amaranto']","XVI, 214 S.",Book,Social studies/politics,ISCED 2 - Lower secondary level,Textbook,Argentina
249,655714855,"RA S-2(3,88)3",gei655714855,GEI,PPN=655714855,1988,Estrada,Buenos Aires,"Educación cívica 3, [Schülerbd.] German José Bidart Campos ...","['Bidart Campos, German', 'Donini, Antonio']","[VI], 119 S. Ill., graph. Darst., Kt.",Book,Social studies/politics,ISCED 2 - Lower secondary level,Textbook,Argentina
250,655716564,"RA S-3(11,68)3",gei655716564,GEI,PPN=655716564,1968,Estrada,Buenos Aires,"Educación democrática 3er. año, [Schülerbd.] Belisario Fernández","['Fernandez, Belisario']","[X], 210 S.",Book,Social studies/politics,ISCED 2 - Lower secondary level,Textbook,Argentina
251,655717897,"RA S-4(19,68)",gei655717897,GEI,PPN=655717897,1968,Estrada,Buenos Aires,Curso de instrucción cívica por José María Sáenz Valiente,"['Saenz Valiente, Jose']","[X], 298 S.",Book,Social studies/politics,ISCED 3 - Upper secondary level,Textbook,Argentina
252,655720774,"RA S-5(9,69)",gei655720774,GEI,PPN=655720774,1969,Kapelusz,Buenos Aires,Instituciones políticas y sociales de América hasta 1810 (con especial referencia a las del actual territorio argentino) /Jsé Carlos Astolfi,"['Astolfi, Jse']","[VIII], 207 S. Ill., graph. Darst., Kt.",Book,Social studies/politics,ISCED 3 - Upper secondary level,Textbook,Argentina
253,655726381,"RA S-7(1,2010)5",gei655726381,GEI,PPN=655726381,2010,Estrada,Boulogne Sur Mer,"Ciencias naturales 5, [Schülerbd.] / Autores: Daniela A. Liberman ... Gerente de ediciones: Juan L. Rodríguez","['Rodriguez, Juan', 'Liberman, Daniela']","175 S. Ill., graph. Darst., Kt.",Book,Social studies and science (primary level),ISCED 1 - Primary level,Textbook,Argentina
254,655727264,"RA S-8(1,2010)6",gei655727264,GEI,PPN=655727264,2010,Puerto De Palos,Boulogne,"Ciencias naturales 6, [Schülerbd.] / Autoría: Elizabet Borches ... coordinador del ciclo: Daniel M. Arroyo","['Arroyo, Daniel', 'Borches, Elizabet']","175 S. Ill., graph. Darst., Kt.",Book,Social studies and science (primary level),ISCED 1 - Primary level,Textbook,Argentina
255,655733507,"RA S-9(1,2008)4",gei655733507,GEI,PPN=655733507,2008,Aique,Buenos Aires,"Ciencias sociales 4, [Schülerbd.] / Jorge Blanco ... Dirección editorial: Diego F. Barros","['Blanco, Jorge', 'Barros, Diego']","160 S. Ill., Kt.",Book,Social studies/politics,ISCED 1 - Primary level,Textbook,Argentina
256,655734821,"RA S-10(1,2010)5",gei655734821,GEI,PPN=655734821,2010,Aique,Buenos Aires,"Ciencias naturales 5, [Schülerbd.] / Agustín Rela ; Nora Stutman ; Jorge Sztrajman Dirección editorial: Diego F. Barros","['Rela, Agustin', 'Stutman, Nora', 'Sztrajman, Jorge', 'Barros, Diego']","160 S. Ill., graph. Darst., Kt.",Book,Social studies and science (primary level),ISCED 1 - Primary level,Textbook,Argentina
257,655737847,"RA S-11(5,88)1",gei655737847,GEI,PPN=655737847,1988,Aique,Buenos Aires,"Educación cívica 1, [Schülerbd.] / Susana Pasel ; Susana Asborno Susana Pasel ...","['Pasel, Susana', 'Asborno, Susana']","228 S. Ill., graph. Darst., Kt.",Book,Social studies/politics,ISCED 2 - Lower secondary level,Textbook | Task Collection,Argentina
258,65573905X,"RA S-12(7,85)",gei65573905X,GEI,PPN=65573905X,1985,Plus Ultra,Buenos Aires,Instrucción cívica texto adaptado a los programas vigentes Jorge Raúl Delfino ; Virginia Horacio González ; Jesús Santiago Tejerina,"['Delfino, Jorge', 'Horacio Gonzalez, Virginia', 'Santiago Tejerina, Jesus']",223 S. Ill.,Book,Social studies/politics,ISCED 2 - Lower secondary level | ISCED 3 - Upper secondary level,Textbook,Argentina
259,655740597,"RA S-13(1,2001)9",gei655740597,GEI,PPN=655740597,2001,Kapelusz,Buenos Aires,"Ciencias sociales 9, [Schülerbd.] Silvina Quintero ...","['Quintero, Silvina']","343 S. Ill., graph. Darst., Kt.",Book,Social studies/politics,ISCED 2 - Lower secondary level,Textbook,Argentina
260,655741755,"RA S-14(1,2004)5",gei655741755,GEI,PPN=655741755,2004,Estrada,Buenos Aires,"Ciencias sociales 5, [Schülerbd.] / Autores: Lucas Luchilo ... Jefe de ediciones: Diego Di Vincenzo","['Luchilo, Lucas', 'Vincenzo, Diego']","191 S. Ill., graph. Darst., Kt.",Book,Social studies/politics,ISCED 2 - Lower secondary level,Textbook,Argentina
261,655752021,"RA S-15(2,2000)6",gei655752021,GEI,PPN=655752021,2000,A-Z Editora,Buenos Aires,"Ciencias sociales 2o. ciclo EGB 6, [Schülerbd.] / Ema Cibotti ; Brisa Varela ; Cristina Carballo corrdinadora: Ema Cibotti","['Cibotti, Ema', 'Varela, Brisa', 'Carballo, Cristina']","189 S. Ill., graph. Darst., Kt.",Book,Social studies/politics,ISCED 2 - Lower secondary level,Textbook,Argentina
262,655753273,"RA S-16(1,2001)9",gei655753273,GEI,PPN=655753273,2001,A-Z Editora,Buenos Aires,"Sociedad en red EGB 3o. ciclo 9, [Schülerbd.] / Paula Bruno ...","['Bruno, Paula', 'Tauber, Ricardo']","311 S. Ill., graph. Darst., Kt.",Book,Social studies/politics,ISCED 2 - Lower secondary level,Textbook,Argentina
263,655754520,"RA S-17(1,2005)9",gei655754520,GEI,PPN=655754520,2005,Puerto De Palos,Buenos Aires,"Ciencias sociales geografía, historia, formación ética y ciudadana 9, [Schülerbd.] / autoría original: Claudio Benzecry ... proyecto y dirección editorial: Raúl A. González","['Benzecry, Claudio', 'Gonzalez, Raul']","253, 79 S. Ill., graph. Darst., Kt.",Book,Social studies/politics,ISCED 2 - Lower secondary level,Textbook,Argentina
264,655829725,"RA S-18(14,72)1",gei655829725,GEI,PPN=655829725,1972,Losada,Buenos Aires,"Educación democrática 1er año, [Schülerbd.] Jorge Raúl Delfino","['Delfino, Jorge']",143 S.,Book,Social studies/politics,ISCED 2 - Lower secondary level,Textbook,Argentina
265,655829911,"RA S-18(12,72)2",gei655829911,GEI,PPN=655829911,1972,Losada,Buenos Aires,"Educación democrática 2o. año, [Schülerbd.] Jorge Raúl Delfino","['Delfino, Jorge']",152 S.,Book,Social studies/politics,ISCED 2 - Lower secondary level,Textbook,Argentina
266,655830049,"RA S-18(11,72)3",gei655830049,GEI,PPN=655830049,1972,Losada,Buenos Aires,"Educación democrática 3er año, [Schülerbd.] Jorge Raúl Delfino","['Delfino, Jorge']",215 S.,Book,Social studies/politics,ISCED 2 - Lower secondary level,Textbook,Argentina
267,655830537,"RA S-19(10,72)1",gei655830537,GEI,PPN=655830537,1972,Losada,Buenos Aires,"Educación democrática 1er año, [Schülerbd.] Jorge Raúl Delfino ...","['Delfino, Jorge']",218 S.,Book,Social studies/politics,ISCED 2 - Lower secondary level,Textbook,Argentina
268,655830618,"RA S-19(10,72)2",gei655830618,GEI,PPN=655830618,1972,Losada,Buenos Aires,"Educación democrática 2o. año, [Schülerbd.] Jorge Raúl Delfino ...","['Delfino, Jorge']",273 S.,Book,Social studies/politics,ISCED 2 - Lower secondary level,Textbook,Argentina
269,655830995,"RA S-20(4,72)",gei655830995,GEI,PPN=655830995,1972,Losada,Buenos Aires,"Instrucción cívica [quinto año de los colegios nacionales y liceos de señoritas, cuarto año de las escuelas normales y escuelas industriales, tercer año de las escuelas de comercio] [Jorge Raúl Delfino ; Virgilio Horacio Gonzalez ; Jesús Santiago Tejerina]","['Delfino, Jorge', 'Gonzalez, Virgilio', 'Tejerina, Jesus']","231 S. Ill., graph. Darst.",Book,Social studies/politics,ISCED 3 - Upper secondary level,Textbook,Argentina
270,655835024,"RA S-21(5,69)",gei655835024,GEI,PPN=655835024,1969,Kapelusz,Buenos Aires,"Compendio de instrucción cívica de acuerdo con los programas del 3er año de las escuelas de comercio, 1er año del ciclo superior del magisterio y 5o. año del bachillerato Carlos Sánchez Viamonte","['Sanchez Viamonte, Carlos']","XXII, 355 S. graph. Darst.",Book,Social studies/politics,ISCED 3 - Upper secondary level,Textbook,Argentina
271,655837493,"RA S-21(5,72)",gei655837493,GEI,PPN=655837493,1972,Kapelusz,Buenos Aires,Compendio de instrucción cívica para 3er. año de las escuelas de comercio y 5o. año del bachillerato Carlos Sánchez Viamonte,"['Sanchez Viamonte, Carlos']","XXII, 355 S. graph. Darst.",Book,Social studies/politics,ISCED 3 - Upper secondary level,Textbook,Argentina
272,655838007,"RA S-22(4,88)",gei655838007,GEI,PPN=655838007,1988,Ed. Braga,Buenos Aires,"Educación cívica segundo año del ciclo básico, educación técnica a escuelas de comercio Roberto N. Kechichian","['Kechichian, Roberto']","206 S. Ill., graph. Darst.",Book,Social studies/politics,ISCED 2 - Lower secondary level,Textbook,Argentina
273,655841296,"RA S-23(1,72)",gei655841296,GEI,PPN=655841296,1972,Kapelusz,Buenos Aires,"Curso de instrucción cívica para quinto año del bachillerato, cuarto año de las escuelas industriales y tercer año de las escuelas nacionales de comercio José C. Gómez","['Gomez, Jose']","[XII], 269 S.",Book,Social studies/politics,ISCED 3 - Upper secondary level,Textbook,Argentina
274,655843515,"RA S-24(3,67)",gei655843515,GEI,PPN=655843515,1967,Estrada,Buenos Aires,Historia argentina (instituciones políticas y sociales) ; cuarto año del ciclo del magisterio Leoncio Gianello,"['Gianello, Leoncio']","[VI], 157 S. Ill.",Book,Social studies/politics,ISCED 3 - Upper secondary level,Textbook,Argentina
275,655866744,"RA S-27(1,2005)5",gei655866744,GEI,PPN=655866744,2005,Tinta Fresca,Buenos Aires,"Ciencias sociales EGB 2 5, [Schülerbd.] / Carla Mariana Lois ; Marta Beatriz Rodríguez ; Jorge Wozniak Carla Mariana Lois ...","['Lois, Carla', 'Rodriguez, Marta', 'Wozniak, Jorge']","158 S. Ill., graph. Darst., Kt.",Book,Social studies and science (primary level),ISCED 1 - Primary level,Textbook,Argentina
276,655867376,"RA S-28(1,88)7",gei655867376,GEI,PPN=655867376,1987,Kapelusz,Buenos Aires,"Ciencias sociales 7, [Schülerband] coordinador general: Edgardo Mario de la Roza","['Roza, Edgardo']",215 Seiten Illustrationen,Book,Social studies/politics | History | Geography,ISCED 2 - Lower secondary level,Textbook,Argentina
277,655867724,"RA S-15(1,98)4",gei655867724,GEI,PPN=655867724,1998,A-Z Editora,Buenos Aires,"Ciencias sociales 2o. ciclo EGB 4, [Schülerbd.] / Ema Cibotti ; Brisa Varela ; Adriana Pereyra corrdinadora: Ema Cibotti","['Cibotti, Ema', 'Varela, Brisa', 'Pereyra, Adriana']","157 S. Ill., graph. Darst., Kt.",Book,Social studies/politics,ISCED 2 - Lower secondary level,Textbook,Argentina
278,655868046,"RA S-29(6,2001)7",gei655868046,GEI,PPN=655868046,2001,Estrada,Buenos Aires,"El libro de la sociedad en el tiempo y el espacio educación general básica 7, [Schülerbd.] / autores: Claudia Barros ... coordinación: Raúl Fradkin","['Barros, Claudia', 'Fradkin, Raul']","223 S. Ill., graph. Darst., Kt.",Book,Social studies/politics,ISCED 2 - Lower secondary level,Textbook,Argentina
279,655932372,"RA H-41(8,1896)1",gei655932372,GEI,PPN=655932372,1896,Igon,Buenos Aires,"Curso elemental de historia argentina arreglado para el uso de los colegios nacionales y escuelas normales ... 1er curso, [Schülerbd.] por Benigno T. Martínez","['Martinez, Benigno']",158 Seiten Illustrationen,Book,History,ISCED 2 - Lower secondary level,Textbook,Argentina
280,655935533,"RA H-42(4,37)",gei655935533,GEI,PPN=655935533,1937,Librería La Nena,Buenos Aires,Nociones de historia general y americana Pedro Armengol,"['Armengol, Pedro']","277 S. Ill., Kt.",Book,History,ISCED 1 - Primary level,Textbook,Argentina
281,655960988,"RA H-43(1,30)",gei655960988,GEI,PPN=655960988,1930,Catamarca,Buenos Aires,Nociones de historia nacional Alfredo B. Grosso,"['Grosso, Alfredo']","202 S. Ill., Kt.",Book,History,Not elsewhere classified,Textbook | Teaching Aids,Argentina
282,655962085,"RA H-44(7,22)2",gei655962085,GEI,PPN=655962085,1922,J. Lajouane,Buenos Aires,Lecciones de historia argentina T. 2 [Período de la emancipación y organización nacional] Ricardo Levene. Con una introd. del Joaquín V. González,"['Levene, Ricardo', 'Gonzalez, Joaquin']",509 S. Ill.,Book,Social studies/politics,ISCED 2 - Lower secondary level | ISCED 3 - Upper secondary level,Textbook,Argentina
283,655964010,"RA H-45(1,10)",gei655964010,GEI,PPN=655964010,1910,Sesé,La Plata,Lecciones de historia nacional por J. Mariano Errotaberea,"['Errotaberea, J.']","96 Seiten Illustrationen, Karten",Book,History,ISCED 2 - Lower secondary level,Textbook,Argentina
284,655965203,"RA H-46(1,1896)1",gei655965203,GEI,PPN=655965203,1896,Igon,Buenos Aires,Lecciones sobre la historia de la Republica Argentina T.1 dadas públicamente en 1868 por José Manuel Estrada,"['Estrada, Jose']","VI, 391 Seiten",Book,History,Not elsewhere classified,Textbook,Argentina
285,655965807,"RA H-46(1,1896)2",gei655965807,GEI,PPN=655965807,1896,Igon,Buenos Aires,Lecciones sobre la historia de la Republica Argentina T.2 dadas públicamente en 1868 por José Manuel Estrada,"['Estrada, Jose']",463 Seiten,Book,History,Not elsewhere classified,Textbook,Argentina
286,655969314,"RA GA-6(1,45)",gei655969314,GEI,PPN=655969314,1945,Peuser,Buenos Aires,Atlas geográfico de la República Argentina,[],"[48] Bl. Kt., graph. Darst.",Map | Book,Geography,Not elsewhere classified,Textbook | Atlas,Argentina
287,655978054,"RA S-30(1,56)2",gei655978054,GEI,PPN=655978054,1956,Estrada,Buenos Aires,"Manual Estrada desarrollo del programa de desenvolvimiento de las escuelas primarias 2o. grado, [Schülerbd.]",[],"[IV], 274 S. Ill., graph. Darst., Kt.",Book,Social studies/politics,ISCED 1 - Primary level,Textbook | Task Collection,Argentina
288,655978844,"RA S-30(11,56)4",gei655978844,GEI,PPN=655978844,1956,Estrada,Buenos Aires,"Manual Estrada desarrollo del programa de desenvolvimiento de las escuelas primarias 4o. grado, [Schülerbd.]",[],"[VIII], 404 S. Ill., graph. Darst., Kt.",Book,Social studies/politics,ISCED 1 - Primary level,Textbook | Task Collection,Argentina
289,655980784,"RA S-30(10,56)5",gei655980784,GEI,PPN=655980784,1956,Estrada,Buenos Aires,"Manual Estrada desarrollo del programa de desenvolvimiento de las escuelas primarias 5o. grado, [Schülerbd.]",[],"[VIII], 478 S. Ill., graph. Darst., Kt. Beil. (11 S.)",Book,Social studies/politics,ISCED 1 - Primary level,Textbook | Task Collection,Argentina
290,655981098,"RA S-30(10,56)6",gei655981098,GEI,PPN=655981098,1956,Estrada,Buenos Aires,"Manual Estrada desarrollo del programa de desenvolvimiento de las escuelas primarias 6o. grado, [Schülerbd.]",[],"[IV], 568 S. Ill., graph. Darst., Kt. Beil. (25 S.)",Book,Social studies/politics,ISCED 1 - Primary level,Textbook | Task Collection,Argentina
291,656085290,"RA RA-54(3,69)",gei656085290,GEI,PPN=656085290,1969,Estrada,Buenos Aires,Girasoles libro de lectura para cuarto grado Sara M. L. de Figún ; Elisa Moraglio,"['Figun, Sara', 'Moraglio, Elisa']","[VI], 159 S. Ill., Kt.",Book,Mother tongue - Readers,ISCED 1 - Primary level,Reading Book,Argentina
292,656085649,"RA RA-55(2,68)",gei656085649,GEI,PPN=656085649,1968,Kapelusz,Buenos Aires,Amiguitos libro de lectura para segundo grado Nely Álvarez,"['Alvarez, Nely']","VIII, 144 S. zahlr. Ill.",Book,Mother tongue - Readers,ISCED 1 - Primary level,Reading Book,Argentina
293,657942057,"RA H-15(4,87)1",gei657942057,GEI,PPN=657942057,1987,Estrada,Buenos Aires,"Historia 1, [Schülerbd.] Florencio F. Hubeñak","['Hubenak, Florencio']","[VIII], 214 S. Ill., graph. Darst., Kt.",Book,History,ISCED 2 - Lower secondary level,Textbook,Argentina
294,715129848,"RA RA-56(5,57)",gei715129848,GEI,PPN=715129848,1957,Kapelusz,Buenos Aires,Arrullos primer libro de lectura corriente José Mas. Dibujos: V. Valdivia,"['Mas, Jose', 'Valdivia, Victor']",117 S. Ill.,Book,Literacy - Primers,ISCED 1 - Primary level,Textbook,Argentina
295,715130633,"RA RA-57(17,42)",gei715130633,GEI,PPN=715130633,1942,Kapelusz,Buenos Aires,Pleno día segundo libro de lectura corriente José Mas. Ilustró: Deive,"['Mas, Jose']",160 S. Ill.,Book,Mother tongue - Readers,ISCED 1 - Primary level,Reading Book,Argentina
296,715131435,"RA RA-58(11,65)",gei715131435,GEI,PPN=715131435,1965,Troquel,Buenos Aires,Estrellita libro de lectura para primer grado inferior María L. de Speranza; Elena Ferral. Ilustró: Luis Macaya,"['Speranza, Maria', 'Ferral, Elena', 'Macaya, Luis']",102 S. Ill.,Book,Literacy - Primers,ISCED 1 - Primary level,Textbook,Argentina
297,722469217,"RA H-48(1,2007)2",gei722469217,GEI,PPN=722469217,2004,Santillana,Buenos Aires,Europa y América en los tiempos modernos Ariel D. Denkberg ... Ed. sénior: Amanda Celotto,"['Denkberg, Ariel', 'Celotto, Amanda']","144 S. Ill., Kt.",Book,History,ISCED 2 - Lower secondary level,Textbook,Argentina
298,728818035,"RA RA-59(1,2012)",gei728818035,GEI,PPN=728818035,2012,Mawis,Buenos Aires,Martina aprende las letras autor: Amalia Drago,"['Drago, Amalia']",15 S. Zahlr. Ill.,Book,Literacy - Primers,ISCED 1 - Primary level,Textbook,Argentina
299,733887252,"RA G-22(1,2011)1",gei733887252,GEI,PPN=733887252,2010,Santillana,Buenos Aires,Geografía de América Mariana B. Arzeno ...,"['Arzeno, Mariana', 'Garcia, Patricia']","256 S. Ill., graph. Darst., Kt.",Book,Geography,ISCED 2 - Lower secondary level,Textbook,Argentina
