,ID,Call Number,GLOTREC|Cat Link,Catalogue,Library Catalogue,Year,Publisher,Place,Title,Authors,Pages,Format,School Subject,Level of Education,Document Type,Country of Use
134,654796874,"RA RA-28(4,56)",gei654796874,GEI,PPN=654796874,1956,Estrada,Buenos Aires,Argentina libro de lectura para 6o. grado María Cristina Santa Cruz de Sarobe,"['Santa Cruz De Sarobe, Maria']",372 S. Ill.,Book,Mother tongue - Readers,ISCED 1 - Primary level,Reading Book,Argentina
135,654797293,"RA RA-29(3,69)",gei654797293,GEI,PPN=654797293,1969,Kapelusz,Buenos Aires,Fiesta libro de lectura para segundo grado Martha A. Salotti,"['Salotti, Martha']","[VI], 132 S. Ill.",Book,Mother tongue - Readers,ISCED 1 - Primary level,Reading Book,Argentina
136,654798974,"RA RA-30(8,69)",gei654798974,GEI,PPN=654798974,1969,Kapelusz,Buenos Aires,Manantial libro de lectura para cuarto grado Blanca N. Braña de Iacobucci ; Juan P. Vitale,"['Brana De Iacobucci, Blanca', 'Vitale, Juan']","[VIII], 175 S. Ill.",Book,Mother tongue - Readers,ISCED 1 - Primary level,Reading Book,Argentina
137,654802939,"RA RA-31(7,55)",gei654802939,GEI,PPN=654802939,1955,Lasserre,Buenos Aires,Lector feliz texto de lectura para 2do. grado Delia P. de Lisanda Gabriel,"['Lisanda Gabriel, Delia']","[VIII], 140 S. Ill., Kt.",Book,Mother tongue - Readers,ISCED 1 - Primary level,Reading Book,Argentina
138,654803471,"RA RA-32(8,56)",gei654803471,GEI,PPN=654803471,1956,Estrada,Buenos Aires,Compañerito primer libro de lectura corriente Edith Alonso de Marini,"['Alonso De Marini, Edith']",143 S. zahlr. Ill.,Book,Mother tongue - Readers,ISCED 1 - Primary level,Reading Book,Argentina
139,654818916,"RA RA-33(18,56)",gei654818916,GEI,PPN=654818916,1956,Estrada,Buenos Aires,Aleteos segundo libro de lectura por Rosalia E. Davel de Deambrosi,"['Davel De Deambrosi, Rosalia']","[IV], 133 S. zahlr. Ill.",Book,Mother tongue - Readers,ISCED 1 - Primary level,Reading Book,Argentina
140,654819920,"RA RA-34(12,30)",gei654819920,GEI,PPN=654819920,1930,Kapelusz,Buenos Aires,Senda florida texto de lectura para primer grado superior por Rogelio F. Outón,"['Outon, Rogelio']","XIV, 106 S. zahlr. Ill.",Book,Mother tongue - Readers,ISCED 1 - Primary level,Reading Book,Argentina
141,654822182,"RA RA-35(1,56)",gei654822182,GEI,PPN=654822182,1956,Lasserre,Buenos Aires,Elevación texto de lectura para 5o. grado Pedro B. Franco y Cesário Rodríguez,"['Franco, Pedro', 'Rodriguez, Cesario']","[XII], 260 S. Ill.",Book,Mother tongue - Readers,ISCED 1 - Primary level,Reading Book,Argentina
142,654823049,"RA RA-36(2,80)6",gei654823049,GEI,PPN=654823049,1980,Estrada,Buenos Aires,"Mis lecturas lecturas para ... grado 6o. grado, libro para alumnos","['Lopez Olaciregui, Alicia']","[XVI], 174 S. Ill., Kt. 8ʿ",Book,Mother tongue - Readers,ISCED 1 - Primary level,Reading Book,Argentina
143,654823243,"RA RA-36(1,79)7",gei654823243,GEI,PPN=654823243,1979,Estrada,Buenos Aires,"Mis lecturas lecturas para ... grado 7o. grado, libro para alumnos","['Lopez Olaciregui, Alicia']","[XIV], 142 S. Ill., Kt. 8ʿ",Book,Mother tongue - Readers,ISCED 2 - Lower secondary level,Reading Book,Argentina
144,654826781,"RA RA-37(1,79)",gei654826781,GEI,PPN=654826781,1979,Estrada,Buenos Aires,Un mundo de cosas lecturas para cuarto grado Alicia Ch. de López Olaciregui ...,"['Lopez Olaciregui, Alicia']","[XVI], 111 S. Ill. 8ʿ",Book,Mother tongue - Readers,ISCED 1 - Primary level,Reading Book,Argentina
145,654830916,"RA RA-38(12,56)",gei654830916,GEI,PPN=654830916,1956,Estrada,Buenos Aires,Albricias libro de lectura para tercer grado Gaspar L. Benavento,"['Benavento, Gaspar']","[IV], 183 S. Ill., Kt.",Book,Mother tongue - Readers,ISCED 1 - Primary level,Reading Book,Argentina
146,654832250,"RA RA-39(1,56)",gei654832250,GEI,PPN=654832250,1956,Lasserre,Buenos Aires,Plenitud texto de lectura para sexto grado Pedro B. Franco y Cesário Rodríguez,"['Franco, Pedro', 'Rodriguez, Cesario']","[XVI], 237, [12] S. Ill.",Book,Mother tongue - Readers,ISCED 1 - Primary level,Reading Book,Argentina
147,654834601,"RA RA-40(16,56)",gei654834601,GEI,PPN=654834601,1956,Estrada,Buenos Aires,Barquitos primer libro de lectura corriente Fryda Schultz de Mantovani ; Concepción de Prat Gay de Constenla,"['Schultz De Mantovani, Fryda', 'Prat Gay De Constenla, Concepcion']","147 S. Ill., Kt.",Book,Mother tongue - Readers,ISCED 1 - Primary level,Reading Book,Argentina
148,654835470,"RA RA-41(10,69)",gei654835470,GEI,PPN=654835470,1969,Kapelusz,Buenos Aires,Panoramas de América libro de lectura para sexto grado Juana Caso de Sedano Acosta,"['Caso De Sedano Acosta, Juana']","XI, 306 S. Ill.",Book,Mother tongue - Readers,ISCED 1 - Primary level,Reading Book,Argentina
149,654835918,"RA RA-42(2,52)",gei654835918,GEI,PPN=654835918,1952,Lasserre,Buenos Aires,Mi escuelita blanca libro de lectura para 2o. grado Aurora Robles de Perié,"['Robles De Perie, Aurora']","[VI], 138 S. Ill., Kt.",Book,Mother tongue - Readers,ISCED 1 - Primary level,Reading Book,Argentina
150,654836922,"RA RA-42(24,56)",gei654836922,GEI,PPN=654836922,1956,Estrada,Buenos Aires,Horizontes nuevos libro de lectura para cuarto grado por María Ercilia Robrero y María Lucía Cumora,"['Robrero, Maria', 'Cumora, Maria']","[IV], 222 S. Ill.",Book,Mother tongue - Readers,ISCED 1 - Primary level,Reading Book,Argentina
151,65483766X,"RA RA-43(10,59)",gei65483766X,GEI,PPN=65483766X,1959,Kapelusz,Buenos Aires,Brisas libro de lectura para segundo grado,[],"[IV], 147 S. Ill.",Book,Mother tongue - Readers,ISCED 1 - Primary level,Reading Book,Argentina
152,654843724,"RA RA-44(13,56)",gei654843724,GEI,PPN=654843724,1956,Estrada,Buenos Aires,De mi tierra tercer libro de lectura Rosalia E. Davel de Deambrosi,"['Davel De Deambrosi, Rosalia']","[VI], 193 S. Ill., Kt.",Book,Mother tongue - Readers,ISCED 1 - Primary level,Reading Book,Argentina
153,654844038,"RA RA-45(7,56)",gei654844038,GEI,PPN=654844038,1956,Lasserre,Buenos Aires,Colegial primer libro de lectura corriente Ángela E. Raggi,"['Raggi, Angela']","[X], 104 S. Ill., Kt.",Book,Mother tongue - Readers,ISCED 1 - Primary level,Reading Book,Argentina
154,654844909,"RA RA-46(4,69)",gei654844909,GEI,PPN=654844909,1969,Kapelusz,Buenos Aires,Acuarelas libro de lectura para tercer grado A. Bavio,"['Bavio, A.']","[VIII], 145 S. zahlr. Ill.",Book,Mother tongue - Readers,ISCED 1 - Primary level,Reading Book,Argentina
155,654845174,"RA RA-47(2,68)",gei654845174,GEI,PPN=654845174,1968,Estrada,Buenos Aires,Horneritos libro de lectura para tercer grado Lidia E. Alcántara ; Raquel T. Lomazzi,"['Alcantara, Lidia', 'Lomazzi, Raquel']","[IV], 111 S. zahlr. Ill.",Book,Mother tongue - Readers,ISCED 1 - Primary level,Reading Book,Argentina
156,65485744X,"RA RA-49(1,40)",gei65485744X,GEI,PPN=65485744X,1940,Coni,Buenos Aires,La señorita Raquel tercer libro de lectura por Ernestina A. López de Nelson,"['Lopez De Nelson, Ernestina']",237 S. Ill.,Book,Mother tongue - Readers,ISCED 1 - Primary level,Reading Book,Argentina
157,654857679,"RA RA-50(17,56)",gei654857679,GEI,PPN=654857679,1956,Estrada,Buenos Aires,Voces del mundo libro de lectura para sexto grado P. Oscar Tolosa,"['Tolosa, P.']","340, [14] S. Ill., Kt.",Book,Mother tongue - Readers,ISCED 1 - Primary level,Reading Book,Argentina
158,654858691,"RA D-1(1,90)1",gei654858691,GEI,PPN=654858691,1990,Goethe-Institut,Buenos Aires,"Deutsch 1, Libro de texto Elisabeth Heck-Saal; Regina Mühlenweg","['Heck-Saal, Elisabeth', 'Muhlenweg, Regina']","282 S. Ill., Kt. 30 cm",Book,German taught in non-German-speaking countries,ISCED 3 - Upper secondary level,Textbook,Argentina
159,654858802,"RA D-1(1,89)2",gei654858802,GEI,PPN=654858802,1989,Goethe-Institut,Buenos Aires,"Deutsch 2, Libro de texto Elisabeth Heck-Saal; Regina Mühlenweg","['Heck-Saal, Elisabeth', 'Muhlenweg, Regina']","[X], 310 S. Ill., Kt. 30 cm",Book,German taught in non-German-speaking countries,ISCED 3 - Upper secondary level,Textbook,Argentina
160,654858896,"RA D-1(1,90)3",gei654858896,GEI,PPN=654858896,1990,Goethe-Institut,Buenos Aires,"Deutsch 3, Libro de texto Elisabeth Heck-Saal; Regina Mühlenweg","['Heck-Saal, Elisabeth', 'Muhlenweg, Regina']","[VIII], 327 S. Ill., Kt. 30 cm",Book,German taught in non-German-speaking countries,ISCED 3 - Upper secondary level,Textbook,Argentina
161,654859043,"RA D-1(1,90)4",gei654859043,GEI,PPN=654859043,1990,Goethe-Institut,Buenos Aires,Elektronik Elisabeth Heck-Saal ; Regina Mühlenweg,"['Heck-Saal, Elisabeth', 'Muhlenweg, Regina']","[VIII], 115 S. Ill., graph. Darst., Kt. 30 cm",Book,German taught in non-German-speaking countries,ISCED 3 - Upper secondary level,Textbook,Argentina
162,654859264,"RA RA-51(12,56)",gei654859264,GEI,PPN=654859264,1956,Lasserre,Buenos Aires,Entre amigos texto de lectura para tercer grado Oscar A. della Valle ; Luis A. de la Vega,"['Valle, Oscar', 'Vega, Luis']","[VI], 158 S. zahlr. Ill., Kt.",Book,Mother tongue - Readers,ISCED 1 - Primary level,Reading Book,Argentina
163,654868255,"RA RA-52(1,69)2",gei654868255,GEI,PPN=654868255,1969,Kapelusz,Buenos Aires,"El libro volador para primer grado [2a. parte, Schülerbd.] Atilio A. Veronelli","['Veronelli, Atilio']",57 S. zahlr. Ill.,Book,Literacy - Primers,ISCED 1 - Primary level,Textbook,Argentina
164,654868557,"RA RA-52(1,69)1",gei654868557,GEI,PPN=654868557,1969,Kapelusz,Buenos Aires,Tarjetas para la enseñanza activa de la lectura inicial,"['Veronelli, Atilio']",42 S. zahlr. Ill.,Book,Literacy - Primers,ISCED 1 - Primary level,Textbook,Argentina
165,654870136,"RA G-1(1,93)",gei654870136,GEI,PPN=654870136,1993,Kapelusz,Buenos Aires,Geografía de Europa y Oceanía Paulina Quarleri,"['Quarleri, Paulina']","[XIV], 361 S. Ill., graph. Darst., Kt.",Book,Geography,ISCED 2 - Lower secondary level,Textbook,Argentina
166,654879389,"RA RA-53(1,52)",gei654879389,GEI,PPN=654879389,1952,Lasserre,Buenos Aires,Evita libro de lectura para primer grado inferior Graciela Albornoz de Videla. Poesías de Victoria Esther Stramelini,"['Albornoz De Videla, Graciela', 'Stramelini, Victoria']","80 S. zahlr. Ill., Kt.",Book,Literacy - Primers,ISCED 1 - Primary level,Textbook,Argentina
167,654886512,"RA G-3(1,63)",gei654886512,GEI,PPN=654886512,1963,Kapelusz,Buenos Aires,"Geografía dinámica - Asia, África, Oceanía A. Perpillou ; L. Pernet ; A. C. Rampa","['Perpillou, Aime', 'Pernet, L.', 'Rampa, Alfredo']","[VIII], 146 S. Ill., graph. Darst., Kt.",Book,Geography,ISCED 2 - Lower secondary level,Textbook,Argentina
168,654886784,"RA G-4(1,65)",gei654886784,GEI,PPN=654886784,1965,Kapelusz,Buenos Aires,Geografía general A. Perpillou ; L. Pernet,"['Perpillou, Aime', 'Pernet, L.', 'Rampa, Alfredo']","[VI], 199 S. Ill., graph. Darst., Kt.",Book,Geography,ISCED 2 - Lower secondary level,Textbook,Argentina
169,654887500,"RA G-5(1,68)",gei654887500,GEI,PPN=654887500,1968,Kapelusz,Buenos Aires,"Geografía dinámica - general, Asia y Africa A. Perpillou ; L. Pernet","['Perpillou, Aime', 'Pernet, L.', 'Rampa, Alfredo']","[VI], 328 S. Ill., graph. Darst., Kt.",Book,Geography,ISCED 2 - Lower secondary level,Textbook,Argentina
170,654889376,"RA G-5(1,72)",gei654889376,GEI,PPN=654889376,1972,Kapelusz,Buenos Aires,"Geografía dinámica - general, Asia y Africa A. Perpillou ; L. Pernet","['Perpillou, Aime', 'Pernet, L.', 'Rampa, Alfredo']","[VI], 328 S. Ill., graph. Darst., Kt.",Book,Geography,ISCED 2 - Lower secondary level,Textbook,Argentina
171,654889740,"RA G-6(1,69)",gei654889740,GEI,PPN=654889740,1969,Kapelusz,Buenos Aires,Geografía dinámica - Europa y Oceanía A. Perpillou ; L. Pernet,"['Perpillou, Aime', 'Pernet, L.', 'Rampa, Alfredo']","[VI], 277 S. Ill., graph. Darst., Kt.",Book,Geography,ISCED 2 - Lower secondary level,Textbook,Argentina
172,654899339,"RA G-7(13,69)",gei654899339,GEI,PPN=654899339,1969,Kapelusz,Buenos Aires,Geografía Americana y Argentina Alfredo César Rampa,"['Rampa, Alfredo']","[VI], 387 S. Ill., graph. Darst., Kt.",Book,Geography,ISCED 2 - Lower secondary level,Textbook,Argentina
173,654899584,"RA G-7(13,72)",gei654899584,GEI,PPN=654899584,1972,Kapelusz,Buenos Aires,Geografía Americana y Argentina Alfredo César Rampa,"['Rampa, Alfredo']","[VI], 387 S. Ill., graph. Darst., Kt. 3 Kt. in Mappe",Book,Geography,ISCED 2 - Lower secondary level,Textbook,Argentina
174,654900507,"RA G-8(1,70)",gei654900507,GEI,PPN=654900507,1970,Kapelusz,Buenos Aires,Geografía - América y República Argentina ; 3 Alfredo C. Rampa ; Hilda A. Perincioli,"['Rampa, Alfredo', 'Perincioli, Hilda']","[VIII], 277 S. Ill., graph. Darst., Kt.",Book,Geography,ISCED 2 - Lower secondary level,Textbook,Argentina
175,654900973,"RA G-9(7,69)",gei654900973,GEI,PPN=654900973,1969,Kapelusz,Buenos Aires,Geografía de la República Argentina Alfredo C. Rampa,"['Rampa, Alfredo']","[VIII], 275 S. Ill., graph. Darst., Kt.",Book,Geography,ISCED 3 - Upper secondary level,Textbook,Argentina
176,65490118X,"RA G-9(7,72)",gei65490118X,GEI,PPN=65490118X,1972,Kapelusz,Buenos Aires,Geografía de la República Argentina Alfredo C. Rampa,"['Rampa, Alfredo']","[VIII], 275 S. Ill., graph. Darst., Kt.",Book,Geography,ISCED 3 - Upper secondary level,Textbook,Argentina
177,654902801,"RA G-10(24,63)",gei654902801,GEI,PPN=654902801,1963,Crespillo,Buenos Aires,Geografía de Europa y Oceanía [2 año básico] por Fortunato L. Cichero ; Eugenio Corbet France,"['Cichero, Fortunato', 'Corbet France, Eugenio']","413 S. Ill., graph. Darst., Kt.",Book,Geography,ISCED 2 - Lower secondary level,Textbook,Argentina
178,654903298,"RA G-11(2,72)",gei654903298,GEI,PPN=654903298,1972,Kapelusz,Buenos Aires,Geografía económica general Luis G. Repetto,"['Repetto, Luis']","XII, 234 S. Ill., graph. Darst., Kt.",Book,Geography,ISCED 3 - Upper secondary level,Textbook,Argentina
179,65490359X,"RA G-6(1,72)",gei65490359X,GEI,PPN=65490359X,1972,Kapelusz,Buenos Aires,Geografía dinámica - Europa y Oceanía A. Perpillou ; A. Blanc,"['Perpillou, Aime', 'Blanc, A.', 'Rampa, Alfredo']","[VI], 277 S. Ill., graph. Darst., Kt.",Book,Geography,ISCED 2 - Lower secondary level,Textbook,Argentina
180,654904928,"RA G-12(9,69)",gei654904928,GEI,PPN=654904928,1969,Kapelusz,Buenos Aires,Geografía de Europa y Oceanía Esteban Menéndez ; Oscar Manito,"['Menendez, Esteban', 'Manito, Oscar']","[VI], 456 S. Ill., Kt.",Book,Geography,ISCED 2 - Lower secondary level,Textbook,Argentina
181,65491351X,"RA G-14(3,69)",gei65491351X,GEI,PPN=65491351X,1969,Estrada,Buenos Aires,Geografía de Europa y Oceanía Osvaldo Inchauspe ; Miguel Marzo,"['Inchauspe, Osvaldo', 'Marzo, Miguel']","[XVI], 329 S. Ill., graph. Darst., Kt.",Book,Geography,ISCED 2 - Lower secondary level,Textbook,Argentina
182,654918562,"RA G-13(34,69)",gei654918562,GEI,PPN=654918562,1969,Estrada,Buenos Aires,"Geografía general y de Asia y África 1 año ciclo básico, [Schülerbd.] Hugo Calzetti; Mábel Calzetti","['Calzetti, Hugo', 'Calzetti, Mabel']","[X], 401 S. Ill., graph. Darst., Kt.",Book,Geography,ISCED 2 - Lower secondary level,Textbook,Argentina
183,654918880,"RA GA-1(1,66)",gei654918880,GEI,PPN=654918880,1966,Estrada,Buenos Aires,"Geografía general y de Asia y África [1 año ciclo básico], Atlas / Hugo Calzetti Hugo Calzetti; Mábel Calzetti","['Calzetti, Hugo', 'Calzetti, Mabel']",44 S. Kt.,Map | Book,Geography,ISCED 2 - Lower secondary level,Textbook | Atlas,Argentina
184,654927928,"RA G-15(15,68)2",gei654927928,GEI,PPN=654927928,1968,Estrada,Buenos Aires,"Parte humana - geografía política, demogeografía, geografía económica [5 bachillerato y magisterio]","['Daus, Federico']",,Book,Geography,ISCED 3 - Upper secondary level,Textbook,Argentina
185,65493018X,"RA G-16(6,69)",gei65493018X,GEI,PPN=65493018X,1969,Estrada,Buenos Aires,Geografía de América por Federico A. Daus,"['Daus, Federico']","[VIII], 340 S. Ill., graph. Darst., Kt. 2 Kt.",Book,Geography,ISCED 2 - Lower secondary level,Textbook,Argentina
186,654933723,"RA G-18(1,93)",gei654933723,GEI,PPN=654933723,1993,Kapelusz,Buenos Aires,Geografía general - Asia y África Paulina Quarleri,"['Quarleri, Paulina']","[VIII], 263 S. Ill., graph. Darst., Kt.",Book,Geography,ISCED 2 - Lower secondary level,Textbook,Argentina
187,654934290,"RA G-19(1,93)",gei654934290,GEI,PPN=654934290,1993,Kapelusz,Buenos Aires,Geografía económica general para quinto año de las escuelas de comercio Juana Inés Negro,"['Negro, Juana']","[XII], 400 S. Ill., graph. Darst., Kt.",Book,Geography,ISCED 3 - Upper secondary level,Textbook,Argentina
188,654935858,"RA G-11(2,69)",gei654935858,GEI,PPN=654935858,1969,Kapelusz,Buenos Aires,Geografía económica general Luis G. Repetto,"['Repetto, Luis']","XII, 234 S. Ill., graph. Darst., Kt.",Book,Geography,ISCED 3 - Upper secondary level,Textbook,Argentina
189,654937036,"RA G-20(2,69)",gei654937036,GEI,PPN=654937036,1969,Kapelusz,Buenos Aires,Geografía política y econonómica de la República Argentina Alfonso Arnolds,"['Arnolds, Alfonso', 'Cotroneo, Delia']","[VI], 313 S. Ill., graph. Darst., Kt.",Book,Geography,ISCED 3 - Upper secondary level,Textbook,Argentina
190,654989400,"RA G-20(3,71)",gei654989400,GEI,PPN=654989400,1971,Kapelusz,Buenos Aires,Geografía política y econonómica de la República Argentina Alfonso Arnolds,"['Arnolds, Alfonso', 'Cotroneo, Delia']","[VI], 318 S. Ill., graph. Darst., Kt.",Book,Geography,ISCED 3 - Upper secondary level,Textbook,Argentina
191,654989826,"RA G-21(22,70)",gei654989826,GEI,PPN=654989826,1970,Kapelusz,Buenos Aires,Elementos de geografía Josefina Passadori,"['Passadori, Josefina']","IX, 414 S. Ill., graph. Darst., Kt.",Book,Geography,ISCED 3 - Upper secondary level,Textbook,Argentina
192,654990220,"RA GA-2(5,63)",gei654990220,GEI,PPN=654990220,1963,Kapelusz,Buenos Aires,"Atlas Reclus Europa y Oceanía ; fśico, político, económico, para segundo año",[],38 S. Kt.,Map | Book,Geography,ISCED 2 - Lower secondary level,Textbook | Atlas,Argentina
193,654991049,"RA GA-3(1,69)",gei654991049,GEI,PPN=654991049,1969,Kapelusz,Buenos Aires,"Coloratlas Kapelusz - orbe físico, político, económico, estadístico",[],"[IV], 55 S. Kt.",Map | Book,Geography,Not elsewhere classified,Textbook | Atlas,Argentina
194,654991294,"RA GA-4(1,70)",gei654991294,GEI,PPN=654991294,1970,Kapelusz,Buenos Aires,"Coloratlas Kapelusz - América Central y Antillas físico, político, económico, estadístico",[],[28] S. Kt.,Map | Book,Geography,Not elsewhere classified,Textbook | Atlas,Argentina
195,654991421,"RA GA-5(1,69)",gei654991421,GEI,PPN=654991421,1969,Kapelusz,Buenos Aires,Coloratlas Kapelusz - continente Americano,[],"19 S. Kt., graph. Darst.",Map | Book,Geography,Not elsewhere classified,Textbook | Atlas,Argentina
196,654998361,"RA H-4(18,69)",gei654998361,GEI,PPN=654998361,1969,Kapelusz,Buenos Aires,Compendio de historia americana José R. Millán,"['Millan, Jose']","XI, 381 S. Ill., Kt.",Book,History,ISCED 2 - Lower secondary level,Textbook,Argentina
197,654999643,"RA H-5(50,68)",gei654999643,GEI,PPN=654999643,1968,Estrada,Buenos Aires,Curso de historia colonial americana y especialmente Argentina José María Sáenz Valiente,"['Saenz Valiente, Jose']","[VI], 516 S. Ill.",Book,History,ISCED 3 - Upper secondary level,Textbook,Argentina
198,655000364,"RA H-6(1,67)",gei655000364,GEI,PPN=655000364,1967,Kapelusz,Buenos Aires,Historia dinámica desde la aparición del hombre hasta el descubrimiento de América A. Aubert ; F. Durif. Adaptación y capítulos originales: L. M. de Tomada,"['Aubert, Andre', 'Durif, F.', 'Tomada, L.']","[IV], 508 S. Ill., graph. Darst., Kt.",Book,History,ISCED 2 - Lower secondary level,Textbook,Argentina
199,655007350,"RA H-7(5,40)",gei655007350,GEI,PPN=655007350,1940,Librería Del Colegio,Buenos Aires,Historia argentina (el siglo 19 en la república) José Carlos Astolfi ; Raúl C. Migone,"['Astolfi, Jose', 'Migone, Raul']","XXIV, 571 S. 1 gef. Bl.",Book,History,ISCED 3 - Upper secondary level,Textbook,Argentina
200,655007792,"RA H-8(1,41)",gei655007792,GEI,PPN=655007792,1941,Estrada,Buenos Aires,Lecciones de historia argentina J. C. Raffo de la Reta,"['Raffo De La Reta, Julio']","XII, 430 S. Ill.",Book,History,ISCED 3 - Upper secondary level,Textbook,Argentina
201,655014705,"RA H-9(1,90)2",gei655014705,GEI,PPN=655014705,1990,A-Z Editora,Buenos Aires,Los tiempos modernos y contemporáneos hasta 1830 Europa y Argentina Juan Antonio Bustinza ; Alicia Grieco y Bavio,"['Bustinza, Juan', 'Grieco Y Bavio, Alicia']","[VIII], 341 S. Ill., graph. Darst., Kt.",Book,History,ISCED 2 - Lower secondary level,Textbook,Argentina
202,65501585X,"RA H-10(15,69)",gei65501585X,GEI,PPN=65501585X,1969,Estrada,Buenos Aires,Historia argentina para el 3er año dl ciclo básico Natalio J. Pisano,"['Pisano, Natalio']","[XVI], 394 S. Ill., Kt.",Book,History,ISCED 2 - Lower secondary level,Textbook,Argentina
203,655020217,"RA H-3(1,90)3",gei655020217,GEI,PPN=655020217,1990,Santillana,Buenos Aires,"Historia 3, [Schülerbd.] / elaborado por ...: Aníbal Pablo Jáuregui ... ... una creación del Departamento Editorial de Ediciones Santillana bajo la dir. de Herminia Mérega ...","['Jauregui, Anibal', 'Merega, Herminia']","287 S. Ill., graph. Darst., Kt.",Book,History,ISCED 2 - Lower secondary level,Textbook,Argentina
204,655021000,"RA H-3(1,88)1",gei655021000,GEI,PPN=655021000,1988,Santillana,Buenos Aires,"Historia 1, [Schülerbd.] / elaborado por ...: Alba Susana González ... ... una creación del Departamento Editorial de Ediciones Santillana bajo la dir. de Herminia Mérega ...","['Gonzalez, Alba', 'Merega, Herminia']","255 S. Ill., graph. Darst., Kt.",Book,History,ISCED 2 - Lower secondary level,Textbook,Argentina
205,655027041,"RA H-11(2,88)3",gei655027041,GEI,PPN=655027041,1988,Kapelusz,Buenos Aires,La organización y desarrollo de la Nación Argentina y el mundo contemporáneo María L. N. de Miretzky ; Susana N. Royo ; Elvira M. L. Salluzzi,"['Miretzky, Maria', 'Royo, Susana', 'Salluzzi, Elvira']","[VIII], 338 S. Ill., Kt.",Book,History,ISCED 2 - Lower secondary level,Textbook,Argentina
206,655027572,"RA H-11(1,88)2",gei655027572,GEI,PPN=655027572,1988,Kapelusz,Buenos Aires,La edad moderna y el surgimiento de la Nación Argentina María L. N. de Miretzky ; Susana N. Royo ; Elvira M. L. Salluzzi,"['Miretzky, Maria', 'Royo, Susana', 'Salluzzi, Elvira']","[VIII], 417 S. Ill., graph. Darst., Kt.",Book,History,ISCED 2 - Lower secondary level,Textbook,Argentina
207,655147101,"RA H-12(1,1897)",gei655147101,GEI,PPN=655147101,1897,Estrada,Buenos Aires,Lecturas sobre historia nacional para los niños de segundo grado por José María Aubin,"['Aubin, Jose']","78, IV Seiten Illustrationen",Book,History,ISCED 1 - Primary level,Textbook | Reading Book,Argentina
208,65514790X,"RA H-13(1,1884)",gei65514790X,GEI,PPN=65514790X,1884,Coni,Buenos Aires,Breves lecciones de histoia argentina arregladas al programa oficial : para servir exclusivamente a niños de escuela elemental por R. Cambón,"['Cambon, Ramon']",35 Seiten,Book,History,ISCED 1 - Primary level,Textbook,Argentina
209,655151923,"RA H-1(13,85)5",gei655151923,GEI,PPN=655151923,1985,Stella,Viamonte,Historia institucional argentina y americana [segunda parte:] (desde 1810) ; quinto año del bachillerato S. Fernández Arlaud,"['Fernandez Arlaud, Santos']","402 S. Ill., Kt.",Book,History,ISCED 3 - Upper secondary level,Textbook,Argentina
210,65515311X,"RA H-1(13,88)5",gei65515311X,GEI,PPN=65515311X,1988,Stella,Viamonte,Historia institucional argentina y americana [segunda parte:] (desde 1810) ; quinto año del bachillerato S. Fernández Arlaud,"['Fernandez Arlaud, Santos']","402 S. Ill., Kt.",Book,History,ISCED 3 - Upper secondary level,Textbook,Argentina
211,655154213,"RA H-15(2,88)2",gei655154213,GEI,PPN=655154213,1988,Estrada,Buenos Aires,"Historia 2, [Schülerbd.] Florencio F. Hubeñak","['Hubenak, Florencio']","[VI], 136 S. Ill., graph. Darst., Kt.",Book,History,ISCED 2 - Lower secondary level,Textbook,Argentina
212,655155945,"RA H-1(2,88)3,2",gei655155945,GEI,PPN=655155945,1988,Stella,Viamonte,La Argentina y el mundo contemporáneo (1830 - 1980) S. Fernández Arlaud,"['Fernandez Arlaud, Santos']","350 S. Ill., Kt.",Book,History,ISCED 2 - Lower secondary level,Textbook,Argentina
213,655161112,"RA H-16(11,69)",gei655161112,GEI,PPN=655161112,1969,Kapelusz,Buenos Aires,Historia argentina José C. Astolfi,"['Astolfi, Jose']","[VI], 420 S. Ill., Kt.",Book,History,ISCED 2 - Lower secondary level,Textbook,Argentina
214,655161287,"RA H-16(11,72)",gei655161287,GEI,PPN=655161287,1972,Kapelusz,Buenos Aires,Historia argentina José C. Astolfi,"['Astolfi, Jose']","[VI], 420 S. Ill., Kt.",Book,History,ISCED 2 - Lower secondary level,Textbook,Argentina
215,655179100,"RA H-17(11,68)",gei655179100,GEI,PPN=655179100,1968,Kapelusz,Buenos Aires,"Síntesis de historia medieval, moderna y contempránea José C. Astolfi","['Astolfi, Jose']","[VI], 408 S. Ill., Kt.",Book,History,ISCED 2 - Lower secondary level,Textbook,Argentina
216,655179240,"RA H-18(11,69)",gei655179240,GEI,PPN=655179240,1969,Kapelusz,Buenos Aires,"Síntesis de historia antigua prehistoria, oriente, Grecia, Roma José C. Astolfi","['Astolfi, Jose']","[VI], 191 S. Ill., Kt.",Book,History,ISCED 2 - Lower secondary level,Textbook,Argentina
217,65517947X,"RA H-19(1,65)",gei65517947X,GEI,PPN=65517947X,1965,Kapelusz,Buenos Aires,Nociones de historia moderna y contemporánea José C. Astolfi,"['Astolfi, Jose']","[VI], 306 S. Ill., Kt.",Book,History,ISCED 2 - Lower secondary level,Textbook,Argentina
